tag,seed,factor,policy_params,meta_steps,deploy_epochs,pixel_test_acc,learned_concat_test_acc,learned_concat_train_acc,learned_layer1_test_acc,learned_layer2_test_acc,learned_layer3_test_acc,learned_layer4_test_acc,teacher_concat_test_acc,teacher_layer1_test_acc,teacher_layer2_test_acc,teacher_layer3_test_acc,teacher_layer4_test_acc
meta3,1,three,70313673,5000,3,0.5983999967575073,0.42499998211860657,0.5613499879837036,0.3937000036239624,0.31459999084472656,0.3227999806404114,0.2644999921321869,0.8363999724388123,0.7875999808311462,0.820099949836731,0.8247999548912048,0.8165000081062317
meta3,2,three,70313673,5000,3,0.5983999967575073,0.3294000029563904,0.42871665954589844,0.31439998745918274,0.2628999948501587,0.23899999260902405,0.2043999880552292,0.8337999582290649,0.7849999666213989,0.8123999834060669,0.8210999965667725,0.8190999627113342
