tag,surrogate,alpha,seed,epoch,train_loss,test_loss,test_acc,firing_rate,seconds
headtohead,sigmoid,1,1,1,0.364757,0.442807,0.869800,0.041807,11.183
headtohead,sigmoid,1,1,2,0.144210,0.390088,0.888100,0.042889,11.106
headtohead,sigmoid,1,1,3,0.082597,0.384856,0.896500,0.045895,11.085
headtohead,sigmoid,1,1,4,0.051230,0.364104,0.909600,0.045727,11.091
headtohead,sigmoid,1,1,5,0.033397,0.399144,0.912900,0.048542,11.023
headtohead,sigmoid,1,1,6,0.022188,0.428234,0.909500,0.048257,11.031
headtohead,sigmoid,1,1,7,0.022800,0.449907,0.914000,0.048658,11.095
headtohead,sigmoid,1,1,8,0.022118,0.500858,0.902500,0.047429,11.052
headtohead,sigmoid,1,2,1,0.361145,0.429286,0.873900,0.039311,11.004
headtohead,sigmoid,1,2,2,0.141559,0.379891,0.890000,0.041982,11.000
headtohead,sigmoid,1,2,3,0.085683,0.359036,0.906800,0.046058,11.112
headtohead,sigmoid,1,2,4,0.051488,0.387617,0.902600,0.045507,10.905
headtohead,sigmoid,1,2,5,0.033598,0.453960,0.900400,0.048945,10.966
headtohead,sigmoid,1,2,6,0.025244,0.430841,0.909500,0.048912,10.834
headtohead,sigmoid,1,2,7,0.021447,0.496810,0.901500,0.051354,11.035
headtohead,sigmoid,1,2,8,0.023171,0.487493,0.908400,0.051652,10.923
headtohead,sigmoid,1,3,1,0.364607,0.422924,0.872800,0.043689,11.015
headtohead,sigmoid,1,3,2,0.145435,0.371105,0.893200,0.040469,10.943
headtohead,sigmoid,1,3,3,0.085136,0.398401,0.892100,0.044200,10.868
headtohead,sigmoid,1,3,4,0.052363,0.404454,0.897900,0.044973,10.849
headtohead,sigmoid,1,3,5,0.038052,0.433182,0.905200,0.046790,11.241
headtohead,sigmoid,1,3,6,0.026641,0.424421,0.907200,0.048297,11.204
headtohead,sigmoid,1,3,7,0.020981,0.475891,0.902300,0.047555,10.928
headtohead,sigmoid,1,3,8,0.017787,0.479156,0.909600,0.048135,10.934
headtohead,sigmoid,1,4,1,0.362494,0.471990,0.860800,0.042463,10.853
headtohead,sigmoid,1,4,2,0.144095,0.386546,0.892300,0.043658,10.963
headtohead,sigmoid,1,4,3,0.082260,0.402511,0.895500,0.044224,11.110
headtohead,sigmoid,1,4,4,0.052020,0.415310,0.899000,0.048593,10.937
headtohead,sigmoid,1,4,5,0.033623,0.450982,0.901000,0.049734,10.868
headtohead,sigmoid,1,4,6,0.025818,0.462131,0.907700,0.050030,11.146
headtohead,sigmoid,1,4,7,0.026035,0.491925,0.900600,0.048497,10.930
headtohead,sigmoid,1,4,8,0.021473,0.510372,0.902500,0.048645,11.145
headtohead,sigmoid,1,5,1,0.363341,0.462914,0.864500,0.040589,10.983
headtohead,sigmoid,1,5,2,0.144840,0.379203,0.892400,0.040442,11.027
headtohead,sigmoid,1,5,3,0.083813,0.348525,0.905700,0.045141,10.985
headtohead,sigmoid,1,5,4,0.050985,0.386366,0.906600,0.048077,10.969
headtohead,sigmoid,1,5,5,0.034360,0.431929,0.901300,0.051747,10.958
headtohead,sigmoid,1,5,6,0.025977,0.445970,0.906600,0.048528,11.037
headtohead,sigmoid,1,5,7,0.028365,0.480737,0.907400,0.050667,11.005
headtohead,sigmoid,1,5,8,0.025499,0.505203,0.906600,0.049220,11.100
headtohead,sigmoid,1,6,1,0.360429,0.471953,0.858500,0.039910,11.005
headtohead,sigmoid,1,6,2,0.145169,0.359065,0.898900,0.042526,11.043
headtohead,sigmoid,1,6,3,0.083492,0.387542,0.898800,0.043987,10.900
headtohead,sigmoid,1,6,4,0.050110,0.357590,0.910600,0.043922,10.912
headtohead,sigmoid,1,6,5,0.032795,0.419713,0.905500,0.048029,11.044
headtohead,sigmoid,1,6,6,0.025937,0.460103,0.903700,0.048862,10.862
headtohead,sigmoid,1,6,7,0.026735,0.440555,0.912700,0.047918,11.138
headtohead,sigmoid,1,6,8,0.022534,0.485880,0.907000,0.047974,10.982
headtohead,sigmoid,1,7,1,0.358425,0.488133,0.853200,0.041341,11.237
headtohead,sigmoid,1,7,2,0.146457,0.363697,0.896800,0.038720,11.476
headtohead,sigmoid,1,7,3,0.085342,0.380362,0.900500,0.042278,12.457
headtohead,sigmoid,1,7,4,0.052453,0.424321,0.899600,0.046778,11.659
headtohead,sigmoid,1,7,5,0.033551,0.414307,0.903400,0.047659,11.085
headtohead,sigmoid,1,7,6,0.028000,0.462556,0.900300,0.048791,10.954
headtohead,sigmoid,1,7,7,0.021080,0.489764,0.904000,0.051730,11.242
headtohead,sigmoid,1,7,8,0.024673,0.479984,0.911700,0.048902,11.083
headtohead,sigmoid,1,8,1,0.372784,0.458171,0.859000,0.040171,11.266
headtohead,sigmoid,1,8,2,0.143977,0.380256,0.894800,0.043618,12.915
headtohead,sigmoid,1,8,3,0.084804,0.367683,0.905800,0.043215,11.372
headtohead,sigmoid,1,8,4,0.050342,0.402155,0.901000,0.044630,11.065
headtohead,sigmoid,1,8,5,0.034673,0.421430,0.901500,0.043886,10.963
headtohead,sigmoid,1,8,6,0.024837,0.420132,0.914100,0.049063,12.590
headtohead,sigmoid,1,8,7,0.019089,0.464195,0.910100,0.050009,12.207
headtohead,sigmoid,1,8,8,0.023008,0.517917,0.901800,0.048375,11.496
headtohead,triangle,0.5,1,1,0.311005,0.378246,0.884900,0.049153,10.624
headtohead,triangle,0.5,1,2,0.115322,0.364485,0.897900,0.053024,10.371
headtohead,triangle,0.5,1,3,0.064804,0.354345,0.903600,0.054891,11.883
headtohead,triangle,0.5,1,4,0.041886,0.431839,0.899800,0.060443,12.704
headtohead,triangle,0.5,1,5,0.030540,0.435949,0.903900,0.057919,11.950
headtohead,triangle,0.5,1,6,0.029537,0.435659,0.906500,0.057248,11.602
headtohead,triangle,0.5,1,7,0.030749,0.509534,0.900200,0.062735,11.772
headtohead,triangle,0.5,1,8,0.025165,0.475781,0.909600,0.062233,11.664
headtohead,triangle,0.5,2,1,0.309846,0.402424,0.883400,0.048358,11.541
headtohead,triangle,0.5,2,2,0.113690,0.360599,0.895800,0.051586,11.862
headtohead,triangle,0.5,2,3,0.063027,0.359957,0.911000,0.056577,11.092
headtohead,triangle,0.5,2,4,0.041600,0.364510,0.909200,0.054925,10.620
headtohead,triangle,0.5,2,5,0.034767,0.436240,0.905400,0.058680,11.132
headtohead,triangle,0.5,2,6,0.026913,0.427888,0.908600,0.060458,11.830
headtohead,triangle,0.5,2,7,0.023230,0.435286,0.910500,0.061103,11.581
headtohead,triangle,0.5,2,8,0.027373,0.500052,0.902300,0.060449,11.167
headtohead,triangle,0.5,3,1,0.311497,0.375211,0.888900,0.052963,11.048
headtohead,triangle,0.5,3,2,0.117720,0.352496,0.897000,0.049619,10.883
headtohead,triangle,0.5,3,3,0.067033,0.390860,0.893300,0.057177,10.376
headtohead,triangle,0.5,3,4,0.040198,0.384679,0.906800,0.061208,10.718
headtohead,triangle,0.5,3,5,0.034029,0.410646,0.908900,0.062460,11.247
headtohead,triangle,0.5,3,6,0.027614,0.422604,0.911600,0.061027,11.748
headtohead,triangle,0.5,3,7,0.021599,0.448488,0.910300,0.061916,11.781
headtohead,triangle,0.5,3,8,0.031093,0.557541,0.895400,0.063402,11.251
headtohead,triangle,0.5,4,1,0.308757,0.425807,0.875200,0.051960,11.005
headtohead,triangle,0.5,4,2,0.115234,0.371075,0.900700,0.054832,11.201
headtohead,triangle,0.5,4,3,0.065401,0.351927,0.908300,0.056420,11.548
headtohead,triangle,0.5,4,4,0.038651,0.407968,0.906200,0.061834,11.206
headtohead,triangle,0.5,4,5,0.029760,0.477226,0.891600,0.060922,10.987
headtohead,triangle,0.5,4,6,0.031031,0.456374,0.904900,0.061061,11.608
headtohead,triangle,0.5,4,7,0.025856,0.478869,0.905400,0.058015,10.924
headtohead,triangle,0.5,4,8,0.023207,0.531171,0.901400,0.062006,10.570
headtohead,triangle,0.5,5,1,0.307976,0.424954,0.878100,0.050635,11.801
headtohead,triangle,0.5,5,2,0.116438,0.383320,0.891700,0.052422,12.475
headtohead,triangle,0.5,5,3,0.065674,0.359573,0.907900,0.054733,12.082
headtohead,triangle,0.5,5,4,0.042975,0.366379,0.913200,0.059156,10.861
headtohead,triangle,0.5,5,5,0.028805,0.429817,0.905300,0.064063,11.134
headtohead,triangle,0.5,5,6,0.025389,0.446393,0.908100,0.064643,12.052
headtohead,triangle,0.5,5,7,0.030003,0.532900,0.900300,0.061258,11.672
headtohead,triangle,0.5,5,8,0.031449,0.516277,0.899600,0.065513,10.740
headtohead,triangle,0.5,6,1,0.308101,0.421581,0.875200,0.049717,11.232
headtohead,triangle,0.5,6,2,0.117789,0.362525,0.899500,0.051042,10.521
headtohead,triangle,0.5,6,3,0.065952,0.404073,0.895500,0.058195,12.401
headtohead,triangle,0.5,6,4,0.037757,0.379180,0.905800,0.059016,12.325
headtohead,triangle,0.5,6,5,0.031113,0.458069,0.900500,0.059115,10.982
headtohead,triangle,0.5,6,6,0.032279,0.517306,0.893600,0.059615,10.619
headtohead,triangle,0.5,6,7,0.027963,0.470273,0.910400,0.060239,10.829
headtohead,triangle,0.5,6,8,0.020741,0.483870,0.906000,0.062305,11.206
headtohead,triangle,0.5,7,1,0.307645,0.438220,0.870300,0.049566,12.551
headtohead,triangle,0.5,7,2,0.117739,0.342558,0.901200,0.049790,10.849
headtohead,triangle,0.5,7,3,0.066334,0.390746,0.901800,0.054517,10.391
headtohead,triangle,0.5,7,4,0.040139,0.429686,0.898800,0.057658,10.664
headtohead,triangle,0.5,7,5,0.029209,0.453036,0.899400,0.057962,12.365
headtohead,triangle,0.5,7,6,0.022362,0.479883,0.899700,0.061802,10.836
headtohead,triangle,0.5,7,7,0.027857,0.496562,0.898500,0.060464,10.896
headtohead,triangle,0.5,7,8,0.030949,0.491401,0.906000,0.059944,10.490
headtohead,triangle,0.5,8,1,0.318429,0.414418,0.875900,0.048114,10.356
headtohead,triangle,0.5,8,2,0.114152,0.358033,0.904500,0.054938,12.266
headtohead,triangle,0.5,8,3,0.064609,0.376608,0.904200,0.056875,11.377
headtohead,triangle,0.5,8,4,0.042499,0.385547,0.907100,0.054314,10.871
headtohead,triangle,0.5,8,5,0.028410,0.382949,0.912300,0.055936,10.615
headtohead,triangle,0.5,8,6,0.028518,0.456422,0.905600,0.058937,10.317
headtohead,triangle,0.5,8,7,0.028106,0.459649,0.908400,0.059280,10.397
headtohead,triangle,0.5,8,8,0.020757,0.456952,0.915100,0.061315,10.300
headtohead,gaussian,1,1,1,0.321470,0.391204,0.884900,0.046788,11.331
headtohead,gaussian,1,1,2,0.119260,0.368850,0.895700,0.051120,11.462
headtohead,gaussian,1,1,3,0.066804,0.374742,0.899300,0.052537,11.079
headtohead,gaussian,1,1,4,0.043742,0.397128,0.907500,0.055827,11.290
headtohead,gaussian,1,1,5,0.032178,0.403616,0.909700,0.056616,11.295
headtohead,gaussian,1,1,6,0.024993,0.439339,0.907900,0.060584,11.191
headtohead,gaussian,1,1,7,0.022592,0.501901,0.903000,0.060540,11.353
headtohead,gaussian,1,1,8,0.023928,0.563892,0.896000,0.059834,11.484
headtohead,gaussian,1,2,1,0.319876,0.390620,0.886300,0.044989,10.801
headtohead,gaussian,1,2,2,0.118676,0.360026,0.897100,0.049293,11.251
headtohead,gaussian,1,2,3,0.067361,0.367360,0.903700,0.052354,11.110
headtohead,gaussian,1,2,4,0.040925,0.371307,0.908700,0.052833,11.427
headtohead,gaussian,1,2,5,0.029639,0.448207,0.899700,0.053955,11.067
headtohead,gaussian,1,2,6,0.027889,0.432530,0.910200,0.056432,11.179
headtohead,gaussian,1,2,7,0.026743,0.510099,0.899500,0.058788,11.463
headtohead,gaussian,1,2,8,0.021917,0.471761,0.912100,0.056667,11.138
headtohead,gaussian,1,3,1,0.322033,0.377522,0.887100,0.048926,10.926
headtohead,gaussian,1,3,2,0.120576,0.366566,0.894600,0.047955,11.141
headtohead,gaussian,1,3,3,0.069640,0.388864,0.894700,0.053092,11.487
headtohead,gaussian,1,3,4,0.042344,0.421687,0.894700,0.054827,10.994
headtohead,gaussian,1,3,5,0.027729,0.424771,0.905300,0.057369,11.130
headtohead,gaussian,1,3,6,0.025405,0.473425,0.899400,0.061206,11.333
headtohead,gaussian,1,3,7,0.033296,0.494604,0.902800,0.060806,11.218
headtohead,gaussian,1,3,8,0.023718,0.578661,0.897600,0.060365,11.304
headtohead,gaussian,1,4,1,0.318859,0.431691,0.871500,0.048257,11.189
headtohead,gaussian,1,4,2,0.119308,0.375619,0.897300,0.050707,10.895
headtohead,gaussian,1,4,3,0.067086,0.366299,0.902700,0.054130,11.217
headtohead,gaussian,1,4,4,0.041871,0.436500,0.897200,0.057464,11.153
headtohead,gaussian,1,4,5,0.028370,0.435288,0.904400,0.055877,11.257
headtohead,gaussian,1,4,6,0.025943,0.435050,0.909700,0.058565,11.180
headtohead,gaussian,1,4,7,0.028816,0.502496,0.901900,0.058604,11.475
