tag,surrogate,alpha,seed,epoch,train_loss,test_loss,test_acc,firing_rate,seconds,train_eval_loss,train_eval_acc
sweep_d4_lr1e-3,atan,1,2,4,0.100318,0.438058,0.883600,0.126006,1.327,nan,nan
sweep_d4_lr1e-3,atan,2,1,1,0.434635,0.498879,0.847700,0.141065,1.359,nan,nan
sweep_d4_lr1e-3,atan,2,1,2,0.183130,0.418795,0.877600,0.134568,1.317,nan,nan
sweep_d4_lr1e-3,atan,2,1,3,0.122544,0.383159,0.894100,0.134379,1.305,nan,nan
sweep_d4_lr1e-3,atan,2,1,4,0.088174,0.380068,0.897500,0.130140,1.297,nan,nan
sweep_d4_lr1e-3,atan,2,2,1,0.445354,0.547278,0.839300,0.145570,1.306,nan,nan
sweep_d4_lr1e-3,atan,2,2,2,0.186913,0.425515,0.875600,0.137351,1.307,nan,nan
sweep_d4_lr1e-3,atan,2,2,3,0.126422,0.415324,0.887500,0.139461,1.320,nan,nan
sweep_d4_lr1e-3,atan,2,2,4,0.090557,0.399178,0.893800,0.131397,1.303,nan,nan
sweep_d4_lr2e-3,atan,0.5,1,1,0.471534,0.585784,0.832000,0.121971,1.391,nan,nan
sweep_d4_lr2e-3,atan,0.5,1,2,0.219417,0.512276,0.857000,0.131215,1.351,nan,nan
sweep_d4_lr2e-3,atan,0.5,1,3,0.152084,0.451149,0.884700,0.130162,1.344,nan,nan
sweep_d4_lr2e-3,atan,0.5,1,4,0.119066,0.468080,0.879200,0.130579,1.331,nan,nan
sweep_d4_lr2e-3,atan,0.5,2,1,0.476427,0.589652,0.836400,0.126358,1.311,nan,nan
sweep_d4_lr2e-3,atan,0.5,2,2,0.215153,0.486351,0.861000,0.128862,1.300,nan,nan
sweep_d4_lr2e-3,atan,0.5,2,3,0.148323,0.427002,0.889400,0.130329,1.297,nan,nan
sweep_d4_lr2e-3,atan,0.5,2,4,0.116013,0.463001,0.881200,0.129425,1.308,nan,nan
sweep_d4_lr2e-3,atan,1,1,1,0.432045,0.561886,0.836900,0.126738,1.350,nan,nan
sweep_d4_lr2e-3,atan,1,1,2,0.196027,0.476971,0.866100,0.130584,1.309,nan,nan
sweep_d4_lr2e-3,atan,1,1,3,0.134349,0.443184,0.877200,0.128113,1.310,nan,nan
sweep_d4_lr2e-3,atan,1,1,4,0.101589,0.454926,0.886300,0.127222,1.297,nan,nan
sweep_d4_lr2e-3,atan,1,2,1,0.439175,0.556849,0.842200,0.132955,1.320,nan,nan
sweep_d4_lr2e-3,atan,1,2,2,0.197166,0.446901,0.876800,0.129186,1.295,nan,nan
sweep_d4_lr2e-3,atan,1,2,3,0.140829,0.418728,0.888400,0.128712,1.299,nan,nan
sweep_d4_lr2e-3,atan,1,2,4,0.103696,0.426908,0.894500,0.125671,1.297,nan,nan
sweep_d4_lr2e-3,atan,2,1,1,0.407108,0.509327,0.846100,0.120619,1.380,nan,nan
sweep_d4_lr2e-3,atan,2,1,2,0.184667,0.484558,0.867200,0.123467,1.338,nan,nan
sweep_d4_lr2e-3,atan,2,1,3,0.135876,0.436914,0.880100,0.121885,1.333,nan,nan
sweep_d4_lr2e-3,atan,2,1,4,0.102284,0.459916,0.883600,0.120600,1.342,nan,nan
sweep_d4_lr2e-3,atan,2,2,1,0.416130,0.521943,0.851000,0.130495,1.331,nan,nan
sweep_d4_lr2e-3,atan,2,2,2,0.186497,0.454687,0.867600,0.123712,1.323,nan,nan
sweep_d4_lr2e-3,atan,2,2,3,0.135203,0.411054,0.890200,0.125827,1.330,nan,nan
sweep_d4_lr2e-3,atan,2,2,4,0.107603,0.414928,0.892300,0.117368,1.338,nan,nan
sweep_w512_lr5e-4,atan,1,1,1,0.442355,0.538589,0.834300,0.077321,0.470,nan,nan
sweep_w512_lr5e-4,atan,1,1,2,0.195244,0.425427,0.870800,0.076746,0.442,nan,nan
sweep_w512_lr5e-4,atan,1,1,3,0.125123,0.371861,0.892700,0.078599,0.433,nan,nan
sweep_w512_lr5e-4,atan,1,1,4,0.085132,0.371299,0.894200,0.083807,0.429,nan,nan
sweep_w512_lr5e-4,atan,1,2,1,0.439966,0.538477,0.835000,0.075625,0.421,nan,nan
sweep_w512_lr5e-4,atan,1,2,2,0.199213,0.422228,0.870100,0.075643,0.425,nan,nan
sweep_w512_lr5e-4,atan,1,2,3,0.129329,0.367885,0.893100,0.081727,0.432,nan,nan
sweep_w512_lr5e-4,atan,1,2,4,0.089489,0.352850,0.899700,0.081789,0.423,nan,nan
sweep_w512_lr1e-3,atan,1,1,1,0.374294,0.450265,0.866300,0.067255,0.468,nan,nan
sweep_w512_lr1e-3,atan,1,1,2,0.154448,0.395461,0.884500,0.069533,0.416,nan,nan
sweep_w512_lr1e-3,atan,1,1,3,0.093289,0.368559,0.897900,0.075268,0.422,nan,nan
sweep_w512_lr1e-3,atan,1,1,4,0.060379,0.393107,0.897700,0.076918,0.434,nan,nan
sweep_w512_lr1e-3,atan,1,2,1,0.370667,0.480186,0.858000,0.067510,0.440,nan,nan
sweep_w512_lr1e-3,atan,1,2,2,0.155394,0.396549,0.881400,0.070003,0.432,nan,nan
sweep_w512_lr1e-3,atan,1,2,3,0.093965,0.362465,0.901000,0.074021,0.430,nan,nan
sweep_w512_lr1e-3,atan,1,2,4,0.060277,0.375314,0.900800,0.077354,0.435,nan,nan
sweep_w512_lr2e-3,atan,1,1,1,0.348553,0.430971,0.874100,0.061071,0.474,nan,nan
sweep_w512_lr2e-3,atan,1,1,2,0.149438,0.408360,0.888000,0.063276,0.434,nan,nan
sweep_w512_lr2e-3,atan,1,1,3,0.093898,0.423820,0.888100,0.066590,0.420,nan,nan
sweep_w512_lr2e-3,atan,1,1,4,0.067576,0.462076,0.887800,0.070192,0.423,nan,nan
sweep_w512_lr2e-3,atan,1,2,1,0.336449,0.450575,0.872300,0.062721,0.428,nan,nan
sweep_w512_lr2e-3,atan,1,2,2,0.144824,0.420376,0.880000,0.063243,0.427,nan,nan
sweep_w512_lr2e-3,atan,1,2,3,0.090655,0.408571,0.896900,0.065390,0.437,nan,nan
sweep_w512_lr2e-3,atan,1,2,4,0.070442,0.413101,0.898000,0.067323,0.423,nan,nan
sweep_w1024_lr5e-4,atan,1,1,1,0.410216,0.499294,0.849400,0.049933,0.497,nan,nan
sweep_w1024_lr5e-4,atan,1,1,2,0.175029,0.405199,0.880100,0.047922,0.449,nan,nan
sweep_w1024_lr5e-4,atan,1,1,3,0.106669,0.354841,0.897900,0.049751,0.456,nan,nan
sweep_w1024_lr5e-4,atan,1,1,4,0.068534,0.353055,0.904200,0.050040,0.448,nan,nan
sweep_w1024_lr5e-4,atan,1,2,1,0.409727,0.499480,0.848000,0.049370,0.468,nan,nan
sweep_w1024_lr5e-4,atan,1,2,2,0.176505,0.413575,0.874500,0.049440,0.465,nan,nan
sweep_w1024_lr5e-4,atan,1,2,3,0.109567,0.339924,0.901400,0.050946,0.466,nan,nan
sweep_w1024_lr5e-4,atan,1,2,4,0.069351,0.331824,0.911000,0.050274,0.464,nan,nan
sweep_w1024_lr1e-3,atan,1,1,1,0.362820,0.422133,0.877500,0.041025,0.503,nan,nan
sweep_w1024_lr1e-3,atan,1,1,2,0.142786,0.395992,0.887500,0.042608,0.469,nan,nan
sweep_w1024_lr1e-3,atan,1,1,3,0.079876,0.377426,0.897100,0.045102,0.472,nan,nan
sweep_w1024_lr1e-3,atan,1,1,4,0.048187,0.365410,0.910700,0.045835,0.476,nan,nan
sweep_w1024_lr1e-3,atan,1,2,1,0.355589,0.430866,0.874600,0.042268,0.465,nan,nan
sweep_w1024_lr1e-3,atan,1,2,2,0.141623,0.384673,0.889700,0.042412,0.465,nan,nan
sweep_w1024_lr1e-3,atan,1,2,3,0.083727,0.352082,0.905300,0.045066,0.463,nan,nan
sweep_w1024_lr1e-3,atan,1,2,4,0.049308,0.348721,0.911800,0.045834,0.465,nan,nan
sweep_w1024_lr2e-3,atan,1,1,1,0.363823,0.434797,0.870400,0.035762,0.498,nan,nan
sweep_w1024_lr2e-3,atan,1,1,2,0.141944,0.425908,0.883500,0.037181,0.449,nan,nan
sweep_w1024_lr2e-3,atan,1,1,3,0.088467,0.437781,0.884500,0.036919,0.456,nan,nan
sweep_w1024_lr2e-3,atan,1,1,4,0.064403,0.432419,0.899900,0.036808,0.456,nan,nan
sweep_w1024_lr2e-3,atan,1,2,1,0.347665,0.436906,0.874800,0.036139,0.459,nan,nan
sweep_w1024_lr2e-3,atan,1,2,2,0.139799,0.450797,0.877400,0.037376,0.456,nan,nan
sweep_w1024_lr2e-3,atan,1,2,3,0.087630,0.429760,0.895700,0.038111,0.450,nan,nan
sweep_w1024_lr2e-3,atan,1,2,4,0.060661,0.433397,0.898800,0.036842,0.444,nan,nan
